session_swing,hand_speed_mag_swing_max_velo_x,hand_speed_mag_swing_max_velo_x_pct,torso_angular_velocity_swing_max_x,torso_angular_velocity_swing_max_x_pct,swing_efficiency,swing_efficiency_pct,bat_torso_angle_connection_x,bat_torso_angle_connection_x_pct,attack_angle_contact_x,attack_angle_contact_x_pct,poi_x,poi_x_pct,poi_y,poi_y_pct,pitch_angle,pitch_angle_pct,exit_velo_mph_x,exit_velo_mph_x_pct
254_1,2165.5356,93.5,910.0633,46.5,2.9435,17.2,110.9737,63.0,7.2244,69.9,0.93,49.7,35.7,84.7,-6.3,64.2,94.0,69.9
254_2,2119.7151,91.9,947.7686,67.0,2.9112,14.3,103.7417,38.9,6.08,62.5,5.27,84.0,34.4,77.5,-6.6,50.1,92.1,57.1
254_3,2007.5309,81.4,940.2865,61.8,2.7194,5.5,109.4449,57.0,5.2872,57.7,2.89,64.9,29.74,43.7,-6.9,32.8,90.5,47.1
254_4,2185.3701,94.3,1006.9572,90.0,2.7337,6.2,104.1314,39.8,4.2211,49.4,2.68,63.3,34.0,74.5,-6.4,59.2,83.6,18.6
254_5,2119.0737,91.6,962.9661,76.1,2.7729,8.1,111.3662,65.1,1.4621,31.3,9.23,96.2,35.32,82.3,-6.3,64.2,86.7,27.4
254_6,2210.8584,95.5,980.332,81.1,2.8185,9.5,108.5047,53.7,2.5876,38.6,1.76,55.7,35.31,82.1,-6.3,64.2,94.0,69.9
254_7,2303.1748,97.9,996.6365,87.4,2.7254,5.9,109.204,56.3,5.2643,57.3,-1.01,19.6,32.4,62.9,-7.4,14.6,86.8,27.9
254_8,2003.8359,80.4,882.4798,34.6,2.7672,7.6,111.2665,64.5,5.2752,57.5,-2.49,10.8,32.65,64.9,-6.5,55.0,86.1,25.2
258_1,1613.5406,19.6,877.9135,33.2,3.2654,56.1,114.8436,72.1,-8.3091,2.6,4.83,80.9,27.57,32.0,-6.7,43.8,95.5,78.7
258_2,1680.4985,29.8,803.852,10.3,3.1089,36.5,114.598,71.6,-1.9799,15.8,11.64,99.1,32.5,63.9,-6.3,64.2,87.7,31.7
258_3,1656.8219,26.5,764.2125,3.6,3.1217,37.9,112.7371,68.5,-5.6279,5.3,9.65,97.2,29.38,42.3,-6.3,64.2,80.9,11.6
258_4,1618.9352,20.5,868.8882,28.9,3.3924,75.0,118.7719,79.2,-8.3249,2.4,7.69,93.5,27.67,32.9,-6.7,43.8,97.2,86.1
258_5,1746.3838,41.5,843.2427,19.3,2.2406,0.2,115.1404,72.5,0.0866,25.6,4.76,80.1,27.33,31.3,-6.7,43.8,81.9,15.1
258_6,1695.7983,32.4,895.0267,40.4,3.2777,58.7,114.83,71.9,-4.0109,9.0,4.61,79.0,31.21,54.4,-6.6,50.1,95.2,75.9
258_7,1619.8331,20.7,868.9978,29.1,3.267,56.6,119.2212,80.4,-7.6265,3.3,0.0,34.4,0.0,7.5,-6.9,32.8,94.5,73.1
258_8,1700.0543,33.7,853.7756,22.7,3.3201,67.3,114.1597,71.1,-4.621,7.2,0.0,34.4,0.0,7.5,-8.3,4.1,92.5,59.8
263_1,2022.3418,82.8,812.2352,11.7,3.179,45.3,120.866,85.2,2.7953,40.1,-4.52,4.8,26.86,28.9,-7.4,14.6,90.0,43.9
263_2,2026.749,83.1,798.0913,9.6,3.0973,35.5,119.8521,83.0,9.5233,83.8,-4.2,5.8,27.45,31.5,-6.7,43.8,88.2,34.4
263_3,2053.8284,85.7,813.3452,11.9,2.9245,15.5,123.9245,89.8,2.0909,34.9,-4.75,4.3,24.24,20.7,-6.4,59.2,90.0,43.9
263_4,2073.8618,87.8,858.1619,25.0,3.0019,24.3,120.2561,84.0,2.4093,37.2,6.09,88.3,25.9,24.6,-7.0,28.9,91.0,49.8
263_5,2082.6145,89.0,813.783,12.0,2.9845,21.9,122.63,88.0,0.2499,26.2,-2.09,13.8,32.49,63.6,-6.2,68.2,89.3,39.8
263_6,2168.4424,93.6,787.0276,7.6,3.0558,29.6,122.1572,87.6,9.6983,84.3,0.71,47.2,31.87,59.0,-6.8,38.1,99.3,91.6
263_7,2246.3594,96.4,840.6874,18.1,2.9589,18.8,119.7092,81.9,6.4557,65.6,-3.21,8.0,32.72,65.4,-6.4,59.2,89.3,39.8
263_8,2110.1086,91.0,818.09,13.3,3.0005,24.1,120.7413,85.0,4.3662,51.5,0.83,48.8,24.35,21.0,-8.7,2.4,88.0,33.2
268_1,1614.7701,20.1,892.9048,39.4,2.7211,5.7,86.172,2.8,-0.9704,19.8,-0.17,26.0,28.94,39.8,-7.0,28.9,85.2,22.5
268_2,1494.0486,5.5,848.9486,21.2,2.6459,3.3,88.5027,5.3,-5.9819,5.2,1.23,51.8,26.02,25.1,-7.1,25.6,85.8,24.4
268_3,1610.1302,18.9,874.5119,31.0,2.6229,2.8,90.6197,8.4,3.3985,44.6,3.9,75.0,28.76,39.2,-7.1,25.6,87.7,31.7
268_4,1667.3303,27.9,892.9454,39.6,2.6574,3.6,87.7486,4.8,-0.4827,22.5,2.83,64.3,30.09,46.8,-6.8,38.1,85.3,23.1
268_5,1650.4827,25.3,875.5445,31.5,2.7012,5.0,90.554,8.3,-1.8681,16.7,4.47,78.7,30.21,47.2,-6.7,43.8,88.3,34.9
268_6,1698.7469,33.2,877.1423,32.5,2.6276,2.9,86.4743,3.3,6.3943,65.2,5.1,82.7,31.96,60.0,-6.5,55.0,89.1,38.4
268_7,1679.2767,29.4,865.3249,27.9,2.5314,1.2,84.3519,1.4,1.4685,31.5,8.64,95.0,34.41,77.7,-6.2,68.2,85.0,21.9
268_8,1731.9969,39.6,902.9899,43.5,2.6778,4.3,86.2984,3.1,3.8658,47.3,4.85,81.4,34.12,75.5,-6.6,50.1,88.4,35.5
273_1,1853.1858,61.8,944.0739,64.7,2.6791,4.5,120.9839,85.5,-9.3144,1.4,3.9,75.0,28.67,38.9,-7.4,14.6,81.6,14.3
273_2,1935.7328,73.3,956.0352,71.9,2.7384,6.4,121.6932,86.9,3.555,46.0,15.14,100.0,29.24,42.0,-9.2,0.9,84.7,21.0
273_3,1984.5396,78.7,972.2302,78.7,2.9584,18.4,118.6344,78.8,13.786,96.0,2.63,62.7,31.98,60.8,-7.7,9.0,85.5,23.7
273_4,1978.8317,77.8,859.6936,25.8,2.5502,1.7,118.1974,77.5,6.0314,62.0,-1.97,14.8,24.71,22.0,-8.1,5.2,84.1,19.8
273_5,1805.9456,52.3,937.8951,60.2,2.658,3.8,119.658,81.8,3.1756,42.7,11.61,99.0,29.99,45.9,-7.4,14.6,81.2,12.9
273_6,1638.4142,23.1,896.8058,41.1,2.6711,4.1,118.0599,76.9,-2.8844,13.1,-2.21,12.6,24.51,21.5,-7.9,6.5,88.6,36.1
279_1,1899.6932,69.2,769.5499,5.0,3.315,65.6,137.4388,98.5,2.7153,39.6,0.0,34.4,0.0,7.5,0.0,95.8,84.2,20.0
279_2,1830.6121,59.0,763.5942,3.4,3.3395,70.2,136.6044,98.1,6.2125,63.3,0.0,34.4,0.0,7.5,0.0,95.8,63.9,1.2
279_3,1812.595,53.9,766.0026,4.3,3.032,27.0,138.5428,98.8,6.1107,63.2,0.0,34.4,0.0,7.5,0.0,95.8,77.9,7.3
279_4,1779.1888,47.3,764.9244,3.8,3.252,54.9,137.9235,98.6,0.0827,25.5,6.17,88.6,34.03,75.0,-6.5,55.0,84.4,20.4
279_5,1858.1727,62.5,778.1137,6.5,3.2662,56.3,135.356,97.4,2.8201,40.3,0.0,34.4,0.0,7.5,0.0,95.8,78.8,8.5
279_6,1879.0892,66.3,765.4963,4.1,3.2245,51.3,135.1487,97.2,8.9958,79.9,0.0,34.4,0.0,7.5,0.0,95.8,63.8,0.9
279_7,1823.3368,57.1,752.2375,2.1,2.8449,11.4,136.6608,98.3,9.6108,84.2,6.49,89.3,33.56,71.6,-7.1,25.6,95.2,75.9
279_8,1995.8644,79.7,763.4661,3.3,3.0572,30.1,136.2622,97.8,11.9381,92.9,-0.25,25.0,42.27,99.0,-5.7,81.1,77.9,7.3
282_1,2100.7622,90.4,890.0983,38.0,3.6141,92.8,117.0714,75.7,8.6487,78.1,10.44,97.9,30.21,47.2,-7.2,21.3,101.2,96.2
282_2,1998.9326,79.9,926.2103,53.7,3.6421,95.0,115.2068,72.6,0.1049,26.0,13.85,99.8,25.15,23.1,-6.5,55.0,101.4,96.6
282_3,2119.7117,91.7,906.0092,45.1,3.5822,91.0,112.3737,67.8,10.3363,88.3,7.36,92.6,34.32,76.6,-6.3,64.2,102.1,97.8
282_4,2296.1018,97.6,943.1919,64.0,3.6469,95.5,121.1526,86.1,7.4913,71.9,3.38,69.3,28.0,34.8,-7.0,28.9,103.7,98.4
282_5,2195.7261,94.8,915.5289,49.2,3.5675,90.0,119.4065,81.2,6.0952,62.7,6.59,90.4,30.28,48.0,-6.9,32.8,107.0,100.0
282_6,2197.6919,95.0,938.4248,60.6,3.5733,90.7,121.659,86.7,10.1162,87.3,2.97,65.4,31.61,57.1,-6.4,59.2,101.1,95.7
282_7,2234.1472,96.0,931.2334,57.0,3.4987,83.6,121.848,87.1,9.0055,80.0,9.08,95.9,30.88,51.8,-6.3,64.2,104.0,99.0
282_8,2266.1116,97.2,991.597,85.9,3.6281,93.6,117.3737,76.1,8.9472,79.7,1.41,52.7,36.38,87.5,-6.4,59.2,103.7,98.4
283_1,1649.8049,25.1,907.5797,46.0,3.2783,59.0,111.3038,64.7,5.5363,59.7,2.84,64.5,31.72,58.3,-6.6,50.1,87.1,28.8
283_2,1613.9965,19.8,945.5046,65.9,2.9023,13.6,108.6297,54.0,0.7737,29.3,3.45,70.6,29.99,45.9,-6.4,59.2,85.7,24.0
283_3,1606.2578,17.6,952.3839,70.9,2.9689,20.3,110.391,60.6,1.1169,29.9,4.9,81.6,26.6,27.4,-8.3,4.1,92.5,59.8
283_4,1547.6445,9.1,928.1024,54.4,3.6373,94.7,112.0651,66.8,0.7494,28.9,2.47,60.6,26.18,25.8,-6.8,38.1,86.4,26.9
283_5,1711.4194,35.6,961.7348,75.2,3.3146,65.2,114.333,71.3,3.2047,43.0,2.73,63.6,31.18,54.2,-6.6,50.1,88.9,37.2
283_6,1720.6938,37.5,962.9932,76.2,2.7679,7.9,111.59,65.9,4.7717,54.4,-3.64,6.5,25.77,24.4,-7.7,9.0,87.1,28.8
283_7,1531.1851,7.6,933.9631,58.0,2.905,13.8,110.6786,61.4,-4.5298,7.7,9.51,96.7,28.13,36.0,-6.7,43.8,87.9,32.7
287_1,1671.6719,28.4,942.5015,63.7,3.3185,66.8,105.2143,43.9,2.0458,34.4,5.54,85.3,27.77,33.7,-6.7,43.8,73.1,2.1
287_2,1858.8325,62.8,1062.8735,96.2,3.1242,38.4,104.2679,40.6,2.6023,38.7,3.79,73.9,24.81,22.5,-6.9,32.8,98.2,89.4
287_3,1805.2427,52.2,1001.9125,89.2,3.1574,43.0,103.0675,36.8,4.208,49.2,8.41,94.5,28.78,39.4,-6.9,32.8,89.1,38.4
287_4,1760.9778,44.4,966.8732,77.1,3.1517,42.0,104.4168,41.1,-3.3107,11.2,7.4,92.8,23.68,20.0,-7.4,14.6,86.2,25.7
287_5,1802.6562,51.8,975.6735,79.7,3.2703,57.5,106.3049,47.7,1.4486,31.2,2.17,57.9,26.78,28.1,-6.7,43.8,87.7,31.7
287_6,1747.4623,41.8,958.2476,73.5,3.2974,62.5,106.5585,48.5,-2.8242,13.6,5.81,86.9,26.75,27.7,-6.9,32.8,74.8,3.8
287_7,1735.8136,40.3,982.7665,82.4,3.2426,53.5,107.7372,51.1,-4.7168,6.4,2.3,59.4,27.2,30.4,-6.8,38.1,76.5,5.9
287_8,1925.9335,72.1,957.775,72.6,3.056,29.9,102.2381,33.6,-5.0499,6.2,5.84,87.1,22.89,18.6,-7.0,28.9,86.1,25.2
291_1,1751.5663,42.7,951.9839,70.4,3.2624,55.9,99.1565,26.5,4.0886,48.9,8.76,95.2,35.79,85.4,-5.7,81.1,98.8,91.1
291_2,1680.3582,29.6,872.7745,29.9,3.2146,49.7,100.9275,30.3,0.7818,29.4,0.0,34.4,0.0,7.5,-6.2,68.2,96.4,82.9
291_3,1786.6825,49.1,983.3312,82.6,3.338,69.9,101.1406,31.0,7.5579,72.3,5.1,82.7,39.71,96.2,-5.5,84.3,101.7,97.4
291_4,1803.2428,52.0,981.6516,81.9,3.2062,49.1,100.6251,29.3,12.4656,94.0,5.77,86.7,42.38,99.1,-5.4,85.7,103.2,98.1
291_5,1799.2605,51.1,958.6007,74.0,3.4202,76.9,98.2657,24.3,4.2903,50.3,0.0,34.4,0.0,7.5,-5.4,85.7,99.5,92.0
291_6,1725.7274,38.4,951.6511,69.9,3.0825,33.9,99.5413,27.2,2.0012,33.7,12.46,99.7,34.49,78.3,-5.9,76.3,101.0,95.3
291_7,1870.4026,65.1,994.2239,87.1,3.6492,96.0,102.414,34.1,5.1067,56.6,5.64,86.2,35.04,80.4,-6.3,64.2,104.2,99.2
291_8,1880.9532,66.6,966.2661,76.9,3.1276,38.6,99.8533,27.9,4.5909,53.2,11.83,99.3,34.44,78.1,-6.7,43.8,101.5,97.0
297_1,1786.223,48.5,856.4459,23.6,3.0894,34.4,95.2498,17.7,-1.1731,18.9,0.0,34.4,0.0,7.5,-7.1,25.6,93.4,66.0
297_2,1840.2798,60.2,895.1691,40.8,2.9996,23.9,112.1128,67.0,2.3728,37.0,2.37,60.1,28.58,38.6,-6.0,73.8,92.1,57.1
297_3,1980.6204,78.1,923.9078,52.2,2.9164,14.8,108.4105,53.4,3.0091,41.3,1.08,50.7,24.72,22.2,-6.8,38.1,94.0,69.9
297_5,1865.2162,63.9,854.8461,23.1,2.9965,23.1,101.2847,31.3,2.6584,39.2,1.31,52.2,23.81,20.1,-7.2,21.3,94.2,71.9
297_6,1674.9594,28.9,877.4612,33.0,3.0258,26.3,98.1741,24.1,0.5274,28.2,3.29,68.2,21.52,17.2,-7.4,14.6,97.9,88.6
297_7,1855.1812,62.0,903.2545,43.7,2.9466,17.6,100.9178,30.1,6.3706,65.1,5.4,84.3,27.5,31.7,-6.8,38.1,94.1,71.0
297_8,1818.3003,55.4,841.7798,18.6,3.1188,37.5,100.3516,28.9,4.5358,52.8,4.2,77.5,20.84,16.7,-6.2,68.2,92.6,60.7
300_2,1998.9364,80.0,868.1041,28.6,3.2108,49.4,115.2284,72.8,3.5468,45.8,3.41,69.7,29.34,42.2,-6.0,73.8,91.4,52.8
300_3,2076.2244,88.1,905.1069,44.8,2.9838,21.7,110.8421,62.3,2.9418,41.0,2.68,63.3,35.92,86.2,-5.7,81.1,93.8,68.3
300_4,1821.9771,56.8,895.0544,40.6,3.2084,49.2,108.4151,53.5,0.7516,29.1,1.38,52.5,36.19,87.3,-5.6,82.8,90.6,47.9
300_5,1898.2205,69.0,827.8434,15.3,2.9885,22.4,110.1001,59.4,-1.2059,18.8,5.24,83.3,32.59,64.4,-5.9,76.3,95.7,80.6
300_6,1892.1752,67.8,883.3913,35.1,2.9464,17.4,113.0881,69.7,2.1169,35.3,10.32,97.8,32.39,62.7,-6.0,73.8,91.1,50.4
300_7,2006.8499,80.9,894.0533,40.1,3.1224,38.0,111.4707,65.6,8.6285,77.8,3.42,70.1,37.95,91.7,-5.5,84.3,88.9,37.2
313_1,1398.8235,1.9,774.0008,5.5,3.16,43.4,105.8727,45.8,9.8907,86.2,1.09,50.9,32.46,63.3,-7.2,21.3,90.2,44.8
313_2,1683.6439,30.1,775.1917,5.9,3.1079,36.3,104.2406,40.4,14.2916,96.6,0.0,34.4,0.0,7.5,0.0,95.8,88.3,34.9
313_3,1607.9374,18.1,790.2568,8.1,3.1154,37.3,104.1663,40.3,17.0965,99.3,0.0,34.4,0.0,7.5,0.0,95.8,82.7,17.3
313_4,1451.5887,3.1,780.0862,6.9,3.1564,42.3,105.4927,44.6,9.7818,85.2,2.46,60.4,35.63,84.3,-6.6,50.1,88.9,37.2
313_5,1436.3655,2.9,793.4368,8.6,3.1476,41.5,103.7523,39.1,16.649,99.0,5.52,84.9,38.71,94.0,-6.0,73.8,88.0,33.2
313_6,1666.2812,27.5,767.3438,4.5,3.0424,28.2,106.0034,46.3,10.3877,89.0,2.2,58.6,36.01,87.1,-5.9,76.3,89.1,38.4
313_7,1621.7391,21.0,769.1028,4.8,3.0742,32.5,104.9664,43.0,13.1788,95.9,0.0,34.4,0.0,7.5,0.0,95.8,81.5,13.9
313_8,1575.584,11.9,796.9699,9.5,3.2677,56.8,105.3833,44.2,12.2147,93.8,3.27,67.8,34.05,75.2,-7.2,21.3,86.2,25.7
320_6,2066.0715,86.7,992.923,86.6,3.2332,52.2,122.9883,88.3,1.735,32.5,-1.55,16.7,34.38,77.3,-6.2,68.2,85.4,23.4
320_7,2124.3645,92.3,951.8903,70.2,3.072,32.0,123.3227,89.2,4.9215,55.2,0.57,45.5,31.97,60.4,-6.4,59.2,87.5,30.4
320_8,1986.8575,79.2,890.2169,38.4,2.9974,23.8,128.425,92.9,0.3282,26.9,0.0,34.4,0.0,7.5,-6.0,73.8,85.2,22.5
321_1,1490.2634,5.0,841.1266,18.2,3.5893,91.4,105.6647,45.3,14.4501,97.2,-0.42,23.8,29.17,41.7,-7.0,28.9,85.9,24.7
321_2,1561.7745,10.5,806.0905,10.7,3.6566,96.7,100.1804,28.6,5.4293,59.0,-0.83,20.8,23.63,19.8,-7.3,17.6,87.6,31.0
321_3,1577.4988,12.6,775.9532,6.4,3.5569,88.8,99.4006,26.7,7.108,68.8,5.9,87.3,26.11,25.5,-6.9,32.8,83.8,19.1
321_4,1592.882,15.0,856.508,23.8,3.4216,77.1,100.3934,29.1,-1.623,17.2,1.05,50.1,23.31,19.1,-8.0,5.9,83.0,17.7
321_5,1579.4281,12.7,779.3439,6.7,3.6336,94.0,100.0159,28.2,1.7094,32.4,6.57,90.2,24.11,20.3,-7.3,17.6,86.8,27.9
321_6,1699.1766,33.6,870.8007,29.4,3.3373,69.7,99.9696,28.1,4.832,54.9,-2.14,13.0,24.12,20.5,-7.8,7.5,89.6,41.4
321_7,1598.6975,16.5,850.3572,21.3,3.8739,99.7,99.0222,26.2,9.7269,84.5,0.0,34.4,0.0,7.5,-10.3,0.3,85.5,23.7
321_8,1958.4856,75.7,888.2063,36.8,3.617,93.1,97.9541,23.9,6.637,66.7,-2.46,11.0,28.21,36.3,-3.0,91.4,85.3,23.1
324_1,1572.3668,11.4,864.2451,27.4,3.0799,33.6,109.801,58.7,-7.8319,3.1,7.53,93.1,28.09,35.4,-6.9,32.8,94.1,71.0
324_2,1587.7467,14.3,831.7123,16.4,2.989,22.5,116.7309,75.4,-4.0563,8.8,1.56,53.9,33.68,72.5,-6.3,64.2,91.4,52.8
324_3,1542.4185,8.3,847.8152,20.8,3.1571,42.9,110.746,61.8,0.3016,26.5,9.0,95.7,26.99,29.5,-6.6,50.1,90.4,46.1
324_4,1552.3533,9.6,891.0739,38.7,2.8277,10.2,113.0744,69.5,-0.2247,24.1,2.82,64.0,35.42,82.8,-5.9,76.3,93.2,64.4
324_5,1595.9534,15.7,881.2645,34.3,2.8931,13.1,114.4195,71.4,-8.5695,1.9,0.0,34.4,0.0,7.5,-6.3,64.2,92.1,57.1
324_6,1600.0538,16.9,846.695,20.1,2.9835,21.5,113.1994,70.1,-5.6251,5.5,1.53,53.7,32.58,64.2,-6.3,64.2,97.7,87.6
324_8,1577.02,12.2,837.9683,17.6,2.9921,22.7,108.5585,53.9,-3.0688,12.0,1.44,52.9,28.36,37.5,-7.1,25.6,91.1,50.4
33_1,1383.2546,1.5,945.4045,65.7,3.5933,91.9,96.2474,20.3,5.4987,59.5,-2.04,14.2,35.14,80.7,-7.8,7.5,96.1,82.0
